completion_rate,dtp2_rate,cost_total,cost_per_child,rate_poorest,rate_richest,equity_gap
0.9976,0.9979,8899150,889.915,0.9994036970781157,0.9987489574645538,-0.0006547396135618833
0.9971,0.9976,8888150,888.815,0.9982025164769323,0.9974126778783958,-0.0007898385985364298
0.9968,0.997,8881500,888.15,1.0,0.9966372425388819,-0.0033627574611181377
0.9972,0.9977,8836800,883.68,0.9981538461538462,0.9983619983619983,0.00020815220815217916
0.9958,0.9967,8793900,879.39,0.9971639251276234,0.9982238010657194,0.0010598759380959777
0.9963,0.9969,8877100,887.71,0.9987893462469734,0.9983409373703858,-0.00044840887658759154
0.9954,0.9967,8952200,895.22,0.9993800371977681,0.9978336221837089,-0.001546415014059277
0.9966,0.997,8824500,882.45,0.9981696156192801,0.99830220713073,0.00013259151144995318
0.9973,0.9978,8852050,885.205,0.9993898718730934,0.9982570806100218,-0.0011327912630715309
0.9958,0.9967,8953950,895.395,0.998186215235792,0.9961206896551724,-0.002065525580619565
0.9968,0.9973,8863400,886.34,0.996998799519808,0.9982683982683983,0.0012695987485903393
0.9975,0.9976,8875450,887.545,0.9987445072190835,0.9987536352305775,9.128011493997334e-06
0.997,0.9974,8810650,881.065,0.9993972272453285,0.9991449337323642,-0.0002522935129642967
0.9978,0.9982,8907600,890.76,1.0,0.999163179916318,-0.0008368200836820217
0.9968,0.997,8773050,877.305,0.9994141769185706,0.9978586723768736,-0.0015555045416969504
0.996,0.9967,8787600,878.76,0.9987900786448881,0.9978614200171086,-0.0009286586277794662
0.9967,0.9976,8891950,889.195,0.9981331673926571,0.9979398434281005,-0.00019332396455662426
0.9967,0.997,8856000,885.6,0.99813200498132,0.9982608695652174,0.0001288645838973812
0.9976,0.9981,8879600,887.96,0.9987834549878345,0.9978641606151217,-0.0009192943727127645
0.9971,0.9975,8824000,882.4,0.9987973541791942,0.998288403936671,-0.0005089502425232872
0.9967,0.9972,8896750,889.675,0.9987908101571947,0.9987357774968394,-5.503266035533638e-05
0.997,0.9972,8881650,888.165,0.9982321744254566,0.9978750531236719,-0.00035712130178477963
0.9972,0.9978,8908100,890.81,0.9981492905613819,0.9991546914623838,0.0010054009010018738
0.9976,0.9979,8908000,890.8,0.997606223818073,0.9991638795986622,0.0015576557805891955
0.9978,0.9979,8855600,885.56,1.0,0.9991659716430359,-0.0008340283569641116
0.9971,0.9977,8856250,885.625,1.0,0.9987168520102652,-0.0012831479897348341
0.9973,0.9977,8822750,882.275,0.9988073941562313,0.996535296665223,-0.002272097491008318
0.9968,0.9975,8960850,896.085,0.9987745098039216,0.9978659837814767,-0.0009085260224448444
0.9966,0.997,8843450,884.345,1.0,0.9969879518072289,-0.003012048192771122
0.997,0.9976,8810650,881.065,0.9987661937075879,0.9983157894736842,-0.00045040423390374507
0.997,0.9973,8912600,891.26,0.9993757802746567,0.9970301230377598,-0.0023456572368968365
0.9972,0.9978,8905950,890.595,0.9981155778894473,0.9987473903966597,0.0006318125072124481
0.9965,0.9971,8818750,881.875,0.9988031119090365,0.9965709387055294,-0.002232173203507104
0.9972,0.9976,8924300,892.43,0.9981120201384519,0.9982978723404256,0.00018585220197364638
0.9965,0.9969,8856150,885.615,0.9987871437234688,0.9974380871050385,-0.001349056618430322
0.9965,0.9968,8980950,898.095,0.9962663347853142,0.9975419909873003,0.0012756562019861084
0.9973,0.9975,8889600,888.96,1.0,0.996524761077324,-0.0034752389226759828
0.9973,0.9975,8841100,884.11,1.0,0.99830220713073,-0.001697792869269965
0.9966,0.9973,8836100,883.61,0.9987730061349693,0.9975051975051975,-0.0012678086297718272
0.997,0.9974,8934250,893.425,0.9987421383647799,0.9991596638655462,0.000417525500766347
0.9971,0.9976,8914550,891.455,0.9993757802746567,0.9987174005985464,-0.0006583796761102656
0.9967,0.9971,8852700,885.27,0.9987569919204475,0.9978876214617659,-0.0008693704586816287
0.997,0.9976,8846700,884.67,0.9988088147706968,0.9969775474956822,-0.001831267275014592
0.9974,0.9979,8810000,881.0,0.9987789987789988,0.9974093264248705,-0.0013696723541283262
0.9976,0.998,8932250,893.225,0.9981718464351006,0.9969578444154715,-0.001214002019629068
0.9969,0.9976,8910100,891.01,0.9987929993964997,0.9987096774193548,-8.332197714489009e-05
0.9982,0.9983,8860450,886.045,1.0,0.9974402730375427,-0.0025597269624573205
0.9968,0.9975,8862100,886.21,0.9981818181818182,0.9987190435525192,0.000537225370701
0.9965,0.9969,8873750,887.375,0.9976147883124628,0.997384481255449,-0.00023030705701376775
0.997,0.9979,8975200,897.52,0.9982404692082112,0.9983150800336984,7.46108254872091e-05
0.9969,0.9974,8800650,880.065,0.9987937273823885,0.9991311902693311,0.0003374628869425855
0.9963,0.997,8841400,884.14,0.9994117647058823,0.9962484368486869,-0.0031633278571954193
0.9968,0.9976,8898400,889.84,0.9988385598141696,0.9974402730375427,-0.0013982867766269003
0.9972,0.9975,8947300,894.73,0.9988317757009346,0.9974369927381461,-0.001394782962788499
0.9974,0.9977,8779300,877.93,1.0,0.998744769874477,-0.001255230125522977
0.997,0.9977,8984350,898.435,0.99813200498132,0.9982898674647285,0.000157862483408433
0.9977,0.9981,8856950,885.695,1.0,0.9983072365636902,-0.0016927634363097521
0.997,0.9974,8866850,886.685,0.9987937273823885,0.9973947025618758,-0.0013990248205126843
0.9968,0.9972,8853700,885.37,0.9988009592326139,0.9982935153583617,-0.000507443874252167
0.9969,0.9975,8846800,884.68,0.9993853718500307,0.9978732454274777,-0.0015121264225530506
0.9978,0.9985,8886050,888.605,1.0,0.9982920580700256,-0.0017079419299743659
0.9977,0.9981,8861200,886.12,0.9993819530284301,0.9987341772151899,-0.00064777581324027
0.9967,0.9974,8860250,886.025,0.9981412639405205,0.9987649238369699,0.0006236598964494133
0.9976,0.9979,8894100,889.41,1.0,0.9975103734439834,-0.0024896265560165887
0.9965,0.9967,8787800,878.78,1.0,0.9965971926839643,-0.0034028073160357053
0.9961,0.9965,8752200,875.22,0.9993761696818465,0.99625,-0.0031261696818465357
0.9966,0.997,8804800,880.48,0.9993972272453285,0.9979070740895772,-0.0014901531557512948
0.9968,0.9977,8863850,886.385,0.998813056379822,0.9970149253731343,-0.0017981310066876866
0.9983,0.9984,8844200,884.42,1.0,0.9983646770237122,-0.0016353229762877675
0.9962,0.997,8833100,883.31,0.9993702770780857,0.9961945031712474,-0.0031757739068383195
0.996,0.9969,8829450,882.945,0.9969287469287469,0.9991554054054054,0.002226658476658483
0.9965,0.9968,8826350,882.635,0.9993800371977681,0.9982913284920973,-0.0010887087056707934
0.9976,0.998,8946500,894.65,1.0,0.998320738874895,-0.0016792611251049694
0.9965,0.9972,8833350,883.335,0.9981840193704601,0.9978373702422145,-0.0003466491282455575
0.9982,0.9983,8847200,884.72,0.999407231772377,0.999137187230371,-0.00027004454200596495
0.9976,0.9979,8865600,886.56,0.998805256869773,0.9965546942291128,-0.0022505626406601476
0.997,0.9975,8857800,885.78,0.9981960312687913,0.9974369927381461,-0.0007590385306451841
0.9973,0.9976,8890000,889.0,0.9993670886075949,0.9983193277310924,-0.0010477608765024904
0.9969,0.9976,8999450,899.945,0.9993846153846154,0.9978568366909558,-0.0015277786936596094
0.9974,0.9977,8983500,898.35,1.0,0.9987510407993339,-0.0012489592006661443
0.9958,0.9963,8840150,884.015,0.9993838570548367,0.9983214435585397,-0.0010624134962969878
0.9972,0.9976,8995550,899.555,0.9975669099756691,0.9966029723991507,-0.0009639375765183589
0.9967,0.9976,8808700,880.87,0.9987871437234688,0.9961993243243243,-0.002587819399144431
0.9957,0.9962,8854550,885.455,0.999407231772377,0.9986648865153538,-0.0007423452570232136
0.9967,0.9972,8829900,882.99,0.9987782529016493,0.9974337040205303,-0.001344548881119012
0.9974,0.9976,8886500,888.65,1.0,0.997896508203618,-0.0021034917963820288
0.9977,0.9983,8828150,882.815,0.9993957703927493,0.9987063389391979,-0.0006894314535513812
0.997,0.9976,8934950,893.495,0.9975186104218362,1.0,0.002481389578163795
0.9958,0.9967,8779900,877.99,0.9970794392523364,0.9969710082215492,-0.00010843103078728156
0.9973,0.9975,8965250,896.525,0.9987593052109182,0.99830220713073,-0.00045709808018812303
0.9964,0.9971,8904200,890.42,0.9993939393939394,0.9973935708079931,-0.0020003685859463216
0.9976,0.998,8876600,887.66,0.9988066825775657,0.9979287489643744,-0.0008779336131912174
0.9963,0.9968,8867850,886.785,0.9987600743955363,0.9987834549878345,2.3380592298227754e-05
0.9973,0.9974,8886700,888.67,1.0,0.9982509838216004,-0.0017490161783996205
0.997,0.9974,8753600,875.36,0.9988031119090365,0.9979096989966555,-0.0008934129123809864
0.9963,0.9964,8815950,881.595,0.9994100294985251,0.9987325728770595,-0.0006774566214655664
0.9967,0.9976,8861750,886.175,0.9968394437420987,0.9983423124740987,0.0015028687320000067
0.9973,0.9976,8866700,886.67,0.9994246260069045,0.9975083056478405,-0.0019163203590639721
0.9967,0.9974,8797500,879.75,0.9994075829383886,0.9982795698924731,-0.001128013045915477
0.9973,0.998,8782950,878.295,0.9987531172069826,0.9991478483170004,0.0003947311100178652
0.9972,0.9976,8926350,892.635,0.9975293390982087,0.9991649269311065,0.0016355878328977447
0.9969,0.9976,8916850,891.685,0.9981527093596059,0.9991292990857641,0.0009765897261582168
0.9967,0.9976,8890750,889.075,0.9988269794721407,0.9969775474956822,-0.0018494319764584821
0.9964,0.9973,8863900,886.39,0.9987834549878345,0.9973718791064389,-0.0014115758813956214
0.998,0.9984,8866600,886.66,0.9988214496169712,0.9982949701619779,-0.0005264794549932894
